IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.54.140,80,80,false,NRT,Asia Pacific,Tokyo,79,11.88
47.91.3.87,2082,2082,false,NRT,Asia Pacific,Tokyo,95,11.88
47.74.34.38,2053,2053,true,NRT,Asia Pacific,Tokyo,146,11.88
8.219.40.255,8443,8443,true,SIN,Asia Pacific,Singapore,113,11.88
8.219.195.47,80,80,false,SIN,Asia Pacific,Singapore,49,11.88
47.236.11.84,443,443,true,SIN,Asia Pacific,Singapore,214,11.88
47.74.5.150,2095,2095,false,NRT,Asia Pacific,Tokyo,75,11.88
8.219.153.44,2053,2053,true,SIN,Asia Pacific,Singapore,175,11.87
47.236.11.84,8880,8880,false,SIN,Asia Pacific,Singapore,22,11.87
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,43,11.87
8.219.89.201,8443,8443,true,SIN,Asia Pacific,Singapore,81,11.87
47.245.9.99,2096,2096,true,NRT,Asia Pacific,Tokyo,207,11.86
8.222.167.8,2053,2053,true,SIN,Asia Pacific,Singapore,144,11.86
47.91.3.87,2086,2086,false,NRT,Asia Pacific,Tokyo,84,11.86
47.245.9.228,2087,2087,true,NRT,Asia Pacific,Tokyo,216,11.86
47.91.17.102,2083,2083,true,NRT,Asia Pacific,Tokyo,102,11.85
8.209.246.24,2082,2082,false,NRT,Asia Pacific,Tokyo,76,11.85
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,127,11.85
47.74.5.233,2083,2083,true,NRT,Asia Pacific,Tokyo,138,11.85
47.245.26.120,2087,2087,true,NRT,Asia Pacific,Tokyo,223,11.84
8.219.198.139,443,443,true,SIN,Asia Pacific,Singapore,74,11.84
47.245.57.38,2052,2052,false,HKG,Asia Pacific,Hong Kong,161,11.84
47.245.26.120,2083,2083,true,NRT,Asia Pacific,Tokyo,166,11.84
8.219.201.8,2095,2095,false,SIN,Asia Pacific,Singapore,39,11.83
8.222.254.91,2052,0,false,SIN,Asia Pacific,Singapore,6,11.83
47.91.10.241,80,80,false,NRT,Asia Pacific,Tokyo,75,11.83
8.219.103.57,2053,2053,true,SIN,Asia Pacific,Singapore,154,11.83
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,119,11.83
47.74.0.183,8443,8443,true,NRT,Asia Pacific,Tokyo,202,11.82
47.245.84.155,8880,8880,false,SIN,Asia Pacific,Singapore,12,11.82
47.74.34.162,8880,8880,false,NRT,Asia Pacific,Tokyo,81,11.82
47.245.54.98,80,80,false,NRT,Asia Pacific,Tokyo,102,11.82
47.91.25.66,8880,8880,false,NRT,Asia Pacific,Tokyo,91,11.82
8.219.230.254,2053,2053,true,SIN,Asia Pacific,Singapore,115,11.82
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,26,11.82
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,29,11.82
8.219.40.37,2083,2083,true,SIN,Asia Pacific,Singapore,40,11.81
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,46,11.81
8.219.82.35,8080,8080,false,SIN,Asia Pacific,Singapore,3,11.81
8.219.198.34,443,443,true,SIN,Asia Pacific,Singapore,126,11.81
8.219.167.65,8443,8443,true,SIN,Asia Pacific,Singapore,86,11.81
47.74.16.67,2095,2095,false,NRT,Asia Pacific,Tokyo,71,11.81
47.245.53.50,8443,8443,true,NRT,Asia Pacific,Tokyo,169,11.81
47.236.4.129,8880,8880,false,SIN,Asia Pacific,Singapore,9,11.81
47.74.5.150,2053,2053,true,NRT,Asia Pacific,Tokyo,123,11.81
47.236.19.51,2083,2083,true,SIN,Asia Pacific,Singapore,106,11.80
47.74.13.200,2086,2086,false,NRT,Asia Pacific,Tokyo,92,11.80
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,71,11.80
47.74.52.104,8443,8443,true,NRT,Asia Pacific,Tokyo,130,11.79
8.219.210.226,2053,2053,true,SIN,Asia Pacific,Singapore,196,11.79
8.218.105.223,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,11.79
8.222.134.170,8443,8443,true,SIN,Asia Pacific,Singapore,221,11.79
47.245.54.140,8880,8880,false,NRT,Asia Pacific,Tokyo,126,11.79
47.74.52.104,8080,8080,false,NRT,Asia Pacific,Tokyo,77,11.79
8.222.155.242,80,80,false,SIN,Asia Pacific,Singapore,17,11.79
47.236.145.180,8080,8080,false,SIN,Asia Pacific,Singapore,16,11.79
47.74.53.240,80,80,false,NRT,Asia Pacific,Tokyo,92,11.78
8.219.228.30,2086,2086,false,SIN,Asia Pacific,Singapore,16,11.78
47.236.106.37,2087,2087,true,SIN,Asia Pacific,Singapore,78,11.78
8.222.154.50,8443,8443,true,SIN,Asia Pacific,Singapore,75,11.78
8.219.142.229,2083,2083,true,SIN,Asia Pacific,Singapore,26,11.78
47.74.39.194,8880,8880,false,NRT,Asia Pacific,Tokyo,81,11.78
47.74.40.13,2096,2096,true,NRT,Asia Pacific,Tokyo,138,11.77
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,115,11.77
47.245.13.93,2083,2083,true,NRT,Asia Pacific,Tokyo,174,11.77
8.219.206.53,2087,2087,true,SIN,Asia Pacific,Singapore,100,11.76
8.219.233.6,2086,2086,false,SIN,Asia Pacific,Singapore,9,11.76
8.210.119.11,443,443,true,HKG,Asia Pacific,Hong Kong,89,11.76
47.74.23.99,2053,2053,true,NRT,Asia Pacific,Tokyo,132,11.76
8.219.215.12,80,80,false,SIN,Asia Pacific,Singapore,14,11.76
47.74.61.138,8880,8880,false,NRT,Asia Pacific,Tokyo,72,11.76
8.219.73.21,2087,2087,true,SIN,Asia Pacific,Singapore,90,11.76
47.74.26.131,2087,2087,true,NRT,Asia Pacific,Tokyo,179,11.75
47.74.11.251,8880,8880,false,NRT,Asia Pacific,Tokyo,79,11.75
47.74.16.67,8443,8443,true,NRT,Asia Pacific,Tokyo,82,11.75
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,117,11.75
47.91.31.231,2052,2052,false,NRT,Asia Pacific,Tokyo,86,11.75
47.236.65.232,2096,2096,true,SIN,Asia Pacific,Singapore,71,11.75
8.219.253.18,2082,2082,false,SIN,Asia Pacific,Singapore,5,11.74
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,11.74
47.74.43.95,2096,2096,true,NRT,Asia Pacific,Tokyo,186,11.74
47.74.54.33,2096,2096,true,NRT,Asia Pacific,Tokyo,195,11.74
8.222.152.165,2083,2083,true,SIN,Asia Pacific,Singapore,75,11.74
8.219.213.112,2086,2086,false,SIN,Asia Pacific,Singapore,23,11.74
8.219.253.18,8080,8080,false,SIN,Asia Pacific,Singapore,8,11.74
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,11.73
8.219.173.233,2083,2083,true,SIN,Asia Pacific,Singapore,127,11.73
47.236.79.77,2083,2083,true,SIN,Asia Pacific,Singapore,177,11.72
8.219.3.53,2083,2083,true,SIN,Asia Pacific,Singapore,68,11.72
8.219.210.226,2086,2086,false,SIN,Asia Pacific,Singapore,12,11.72
8.219.55.31,8880,8880,false,NRT,Asia Pacific,Tokyo,179,11.72
47.245.55.94,2096,2096,true,NRT,Asia Pacific,Tokyo,106,11.71
47.245.108.213,2082,2082,false,SIN,Asia Pacific,Singapore,24,11.71
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,15,11.71
47.74.23.99,2052,2052,false,NRT,Asia Pacific,Tokyo,68,11.71
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,82,11.71
8.222.136.196,8443,8443,true,SIN,Asia Pacific,Singapore,154,11.71
47.74.15.120,2095,2095,false,NRT,Asia Pacific,Tokyo,78,11.70
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,112,11.70
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,45,11.70
47.245.84.155,2053,2053,true,SIN,Asia Pacific,Singapore,127,11.70
47.74.40.13,2052,2052,false,NRT,Asia Pacific,Tokyo,79,11.70
8.219.200.145,2087,2087,true,SIN,Asia Pacific,Singapore,74,11.70
8.218.127.249,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,11.70
47.245.29.64,2096,2096,true,NRT,Asia Pacific,Tokyo,175,11.69
8.222.191.158,2087,2087,true,SIN,Asia Pacific,Singapore,170,11.69
8.219.142.229,2095,2095,false,SIN,Asia Pacific,Singapore,12,11.68
8.218.211.17,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,11.68
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,150,11.68
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,113,11.68
8.219.210.93,8443,8443,true,SIN,Asia Pacific,Singapore,101,11.68
8.218.110.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,11.67
47.245.84.155,2052,2052,false,SIN,Asia Pacific,Singapore,9,11.67
8.222.169.182,8443,8443,true,SIN,Asia Pacific,Singapore,161,11.67
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,12,11.66
47.91.19.249,2087,2087,true,NRT,Asia Pacific,Tokyo,82,11.66
47.74.46.99,2083,2083,true,NRT,Asia Pacific,Tokyo,157,11.66
47.236.104.11,2053,2053,true,SIN,Asia Pacific,Singapore,106,11.66
8.219.179.34,2082,2082,false,SIN,Asia Pacific,Singapore,10,11.65
47.245.52.240,2095,2095,false,NRT,Asia Pacific,Tokyo,89,11.64
47.245.113.12,8880,8880,false,SIN,Asia Pacific,Singapore,34,11.64
47.74.26.131,2053,2053,true,NRT,Asia Pacific,Tokyo,145,11.64
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.64
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,31,11.64
8.222.144.117,2087,2087,true,SIN,Asia Pacific,Singapore,113,11.64
8.219.210.64,2083,2083,true,SIN,Asia Pacific,Singapore,159,11.64
47.245.86.18,8880,8880,false,SIN,Asia Pacific,Singapore,40,11.64
47.245.108.213,2052,2052,false,SIN,Asia Pacific,Singapore,15,11.64
47.91.3.112,8080,8080,false,NRT,Asia Pacific,Tokyo,597,11.63
47.74.49.62,2052,2052,false,NRT,Asia Pacific,Tokyo,74,11.63
8.219.253.18,2083,2083,true,SIN,Asia Pacific,Singapore,107,11.63
8.219.6.187,2052,2052,false,SIN,Asia Pacific,Singapore,10,11.63
8.219.210.93,2053,2053,true,SIN,Asia Pacific,Singapore,141,11.63
8.219.209.14,2086,2086,false,SIN,Asia Pacific,Singapore,17,11.63
47.245.59.188,2082,2082,false,NRT,Asia Pacific,Tokyo,93,11.62
8.222.175.78,2096,2096,true,SIN,Asia Pacific,Singapore,101,11.62
8.219.253.185,2087,2087,true,SIN,Asia Pacific,Singapore,106,11.62
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,11.62
47.245.53.101,8443,8443,true,NRT,Asia Pacific,Tokyo,257,11.62
47.245.34.140,2083,2083,true,NRT,Asia Pacific,Tokyo,241,11.61
47.236.76.199,2096,2096,true,SIN,Asia Pacific,Singapore,64,11.61
8.219.215.214,2086,2086,false,SIN,Asia Pacific,Singapore,17,11.61
47.91.21.127,8880,8880,false,NRT,Asia Pacific,Tokyo,77,11.61
47.74.61.138,2086,2086,false,NRT,Asia Pacific,Tokyo,94,11.61
47.245.59.243,2086,2086,false,NRT,Asia Pacific,Tokyo,101,11.61
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,79,11.61
47.245.57.38,8880,8880,false,HKG,Asia Pacific,Hong Kong,184,11.61
47.245.37.94,2087,2087,true,NRT,Asia Pacific,Tokyo,181,11.61
47.74.11.9,2096,2096,true,NRT,Asia Pacific,Tokyo,145,11.60
47.74.9.174,2095,2095,false,NRT,Asia Pacific,Tokyo,84,11.60
47.74.52.188,2083,2083,true,NRT,Asia Pacific,Tokyo,152,11.60
47.245.30.208,8880,8880,false,NRT,Asia Pacific,Tokyo,81,11.60
47.74.16.67,80,80,false,NRT,Asia Pacific,Tokyo,116,11.60
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,160,11.60
8.219.201.245,2086,2086,false,SIN,Asia Pacific,Singapore,19,11.60
8.219.106.15,2096,2096,true,SIN,Asia Pacific,Singapore,89,11.60
47.245.29.126,8443,8443,true,NRT,Asia Pacific,Tokyo,250,11.59
47.74.9.193,8443,8443,true,NRT,Asia Pacific,Tokyo,123,11.59
47.74.46.84,2053,2053,true,NRT,Asia Pacific,Tokyo,177,11.59
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,14,11.58
47.74.46.84,8443,8443,true,NRT,Asia Pacific,Tokyo,108,11.58
47.245.37.29,8443,8443,true,NRT,Asia Pacific,Tokyo,172,11.58
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,23,11.58
47.245.2.231,2096,2096,true,NRT,Asia Pacific,Tokyo,201,11.58
8.219.147.58,2083,2083,true,SIN,Asia Pacific,Singapore,26,11.58
47.74.27.94,2096,2096,true,NRT,Asia Pacific,Tokyo,146,11.58
47.74.13.200,2083,2083,true,NRT,Asia Pacific,Tokyo,148,11.58
8.219.236.8,8443,8443,true,SIN,Asia Pacific,Singapore,118,11.57
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,11.57
47.236.11.84,2052,2052,false,SIN,Asia Pacific,Singapore,20,11.57
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,14,11.57
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,179,11.57
47.91.31.231,2095,2095,false,NRT,Asia Pacific,Tokyo,86,11.57
8.222.154.227,8443,8443,true,SIN,Asia Pacific,Singapore,170,11.57
47.236.82.218,8080,8080,false,SIN,Asia Pacific,Singapore,23,11.57
8.219.167.65,8880,8880,false,SIN,Asia Pacific,Singapore,15,11.57
47.74.54.145,2082,2082,false,NRT,Asia Pacific,Tokyo,76,11.57
47.74.37.50,8080,8080,false,NRT,Asia Pacific,Tokyo,86,11.56
8.219.213.133,8080,8080,false,SIN,Asia Pacific,Singapore,17,11.56
8.219.77.91,2095,2095,false,SIN,Asia Pacific,Singapore,15,11.55
8.219.11.158,2087,2087,true,SIN,Asia Pacific,Singapore,173,11.55
47.91.21.149,2095,2095,false,NRT,Asia Pacific,Tokyo,77,11.55
47.74.10.135,8443,8443,true,NRT,Asia Pacific,Tokyo,113,11.55
47.74.46.84,2083,2083,true,NRT,Asia Pacific,Tokyo,76,11.54
8.219.123.244,2083,2083,true,SIN,Asia Pacific,Singapore,161,11.54
8.219.240.141,2082,2082,false,SIN,Asia Pacific,Singapore,36,11.54
47.91.16.198,2053,2053,true,NRT,Asia Pacific,Tokyo,114,11.54
8.219.122.96,8880,8880,false,SIN,Asia Pacific,Singapore,41,11.54
47.74.11.144,8443,8443,true,NRT,Asia Pacific,Tokyo,151,11.54
8.219.228.30,2096,2096,true,SIN,Asia Pacific,Singapore,95,11.53
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,30,11.53
47.74.5.150,8080,8080,false,NRT,Asia Pacific,Tokyo,86,11.53
8.219.238.145,8080,8080,false,SIN,Asia Pacific,Singapore,6,11.53
8.219.183.31,2095,2095,false,SIN,Asia Pacific,Singapore,3,11.53
47.76.33.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,11.53
47.245.56.50,2087,2087,true,NRT,Asia Pacific,Tokyo,218,11.52
8.219.6.157,8443,8443,true,SIN,Asia Pacific,Singapore,123,11.52
47.245.30.65,2053,2053,true,NRT,Asia Pacific,Tokyo,109,11.52
8.219.106.156,8880,8880,false,SIN,Asia Pacific,Singapore,4,11.51
8.218.181.189,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,11.51
47.74.34.162,2083,2083,true,NRT,Asia Pacific,Tokyo,161,11.51
47.245.53.205,2083,2083,true,NRT,Asia Pacific,Tokyo,244,11.51
47.245.56.50,80,80,false,NRT,Asia Pacific,Tokyo,93,11.51
8.219.196.117,2087,2087,true,SIN,Asia Pacific,Singapore,130,11.51
8.218.110.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,11.51
47.74.11.144,2087,2087,true,NRT,Asia Pacific,Tokyo,143,11.50
8.219.173.233,2087,2087,true,SIN,Asia Pacific,Singapore,85,11.50
8.217.147.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,11.50
